Text,Summary
"However, the IAAF will determine the sprinters' future on the track after carefully considering all the evidence. The sport's ruling body is expected to direct the Greek federation in what action it should take against the sprinters. Kenteris and Thanou can appeal against any decision at the Court of Arbitration for Sport. The sprinters both sent written explanations to the IAAF, which have been taken into account. The IAAF sent an official warning to the sprinters and coach Tzekos after they were discovered training in Qatar rather than in Crete, where they had said they would be. But Kenteris and Thanou then went on to skip tests in Tel Aviv and Chicago, when they decided to fly back to Greece early. Just before the Olympics, the pair dramatically missed another test in Athens before withdrawing from the Games. Kenteris, 31, won gold in the 200m at the Sydney Olympics in 2000, where Thanou, 29, won silver in the 100m.
","Greek sprinters Kostas Kenteris and Katerina Thanou are expected to find out on Wednesday if they will be banned for missing drugs tests this summer.Kenteris, 31, won gold in the 200m at the Sydney Olympics in 2000, where Thanou, 29, won silver in the 100m.The Greek authorities have also brought criminal charges against the sprinters for avoiding a drugs test and faking an accident.But Kenteris and Thanou then went on to skip tests in Tel Aviv and Chicago, when they decided to fly back to Greece early.Kenteris and Thanou can appeal against any decision at the Court of Arbitration for Sport.Kenteris and Thanou could be suspended for up to two years."
"Holmes will make her first track appearance on home soil since winning double Olympic gold in January's Norwich Union International in Glasgow. She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month. ""I am still competitive and still want to win,"" she said. ""I'm an athlete and I can't wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy.
","Holmes will make her first track appearance on home soil since winning double Olympic gold in January's Norwich Union International in Glasgow.The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy.She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month."
"The Ethiopian legend won Sunday's Almeria half-marathon in Spain on his return from an operation on his Achilles tendon. He was third in London in 2002 in his first serious attempt at the marathon. ""It is a coup for us to secure Haile's presence for the next three years and it guarantees a quality race,"" said race director David Bedford. Gebrselassie will face Olympic champion Stefano Baldini, world champion Jaouad Gharib, and arch-rival Paul Tergat, the current world record holder. ""If I didn't think I could win I would not be here,"" said Gebrselassie, who has set world records on 18 occasions in his illustrious career and is keen to add the marathon record to his collection. ""There are a lot of fantastic runners in the race but I shall be doing my utmost to upset them.""
","Double Olympic 10,000m champion Haile Gebrselassie will race in the London Marathon for the next three years.""It is a coup for us to secure Haile's presence for the next three years and it guarantees a quality race,"" said race director David Bedford.""If I didn't think I could win I would not be here,"" said Gebrselassie, who has set world records on 18 occasions in his illustrious career and is keen to add the marathon record to his collection."
"""We believe that we have presented [a case] that the charges are unreasonable."" Thanou, the 2000 Olympic women's 100m silver medallist, and Sydney 200m champion Kenteris were suspended by the IAAF for missing three drugs tests. The third was supposed to take place on the eve of the Athens Games last August, but the pair could not be found in the athletes' village. They were later taken to hospital after claiming to have been involved in a motorcycle accident. Thanou's coach Christos Tzekos was also suspended by the IAAF. ""We were asked [by the disciplinary committee] all kinds of questions about the night of 12 August,"" said Tzekos. ""We did not leave any gaps. As far as I am concerned there is no such issue [of refusing to be tested], and I am very optimistic."" Tzekos, Thanou and Kenteris, who have all denied the charges, can expect a decision within a month. ""Deliberations will start after some additional documents are brought in by Thursday,"" said committee chairman Kostas Panagopoulos. ""I estimate that the final ruling will be issued by the end of February.""
","I am confident and optimistic,"" said Thanou.""We were asked [by the disciplinary committee] all kinds of questions about the night of 12 August,"" said Tzekos.The athletes' lawyer Grigoris Ioanidis said he believed the independent disciplinary committee set up by the Greek Athletics Federation (SEGAS) would find them innocent.Tzekos, Thanou and Kenteris, who have all denied the charges, can expect a decision within a month.Katerina Thanou is confident she and fellow sprinter Kostas Kenteris will not be punished for missing drugs tests before the Athens Olympics.Thanou, the 2000 Olympic women's 100m silver medallist, and Sydney 200m champion Kenteris were suspended by the IAAF for missing three drugs tests.""We are almost certain that the charges will be dropped,"" said Ioanidis.""Deliberations will start after some additional documents are brought in by Thursday,"" said committee chairman Kostas Panagopoulos."
"The 34-year-old made a cautious start to the season but looked back to her best when she stormed to the 1,000m title at the Birmingham Grand Prix 10 days ago. After that race and more progress in training, Holmes revealed she had decided to compete at the European Indoors before her plans were wrecked last weekend. ""On Saturday night I pulled my hamstring running the last bend on my final 200m of the night,"" said Holmes. ""I was going really, really well when I felt a massive spasm in my left leg and my hamstring blew. ""I saw the doctor here and he has said it is not serious but it's frustrating missing Madrid when I knew I was in great shape."" Holmes has now been advised by her coach Margot Jennings not to rush back into training and it is unlikely she will compete again until the summer. Helen Clitheroe now goes to Madrid as the only British competitor in the women's 1500m while there will be no representative in the 800m.
","Kelly Holmes has been forced out of this weekend's European Indoor Athletics Championships after picking up a hamstring injury during training.""On Saturday night I pulled my hamstring running the last bend on my final 200m of the night,"" said Holmes.Holmes has now been advised by her coach Margot Jennings not to rush back into training and it is unlikely she will compete again until the summer.After that race and more progress in training, Holmes revealed she had decided to compete at the European Indoors before her plans were wrecked last weekend.""I saw the doctor here and he has said it is not serious but it's frustrating missing Madrid when I knew I was in great shape."""
"Both will be in action on Friday in the 60m hurdles and long jump ahead of the European Indoor Championships later this month in Madrid. Sotherton finished third behind the Swede in Athens, and Kluft said: ""I knew about her, she's a great girl. ""She looked very good early in the season and was competing really well."" Kluft showed impressive early-season form on Tuesday in Stockholm's GE Galan meeting, winning the sprint hurdles, the long jump and the 400m. Sotherton has also displayed promise, with a new high jump personal best in Sheffield at the combined Norwich Union European trials and AAA Championships, and a second place in the long jump behind Jade Johnson.
","Sotherton has also displayed promise, with a new high jump personal best in Sheffield at the combined Norwich Union European trials and AAA Championships, and a second place in the long jump behind Jade Johnson.Kluft showed impressive early-season form on Tuesday in Stockholm's GE Galan meeting, winning the sprint hurdles, the long jump and the 400m.Olympic heptathlon champion Carolina Kluft was full of admiration for Britain's Kelly Sotherton as the pair prepared to clash in Birmingham."
"Athletics fans had every reason to believe they would see the new-look Kelly Holmes tearing up the track again. After her Olympic glory she emphatically denied she planned to retire. So, why is Holmes dragging her heels about making a decision on where, when or whether to even bother competing again? ""That's just Kelly,"" explains Cram. ""She's always been like that. ""She enjoys people trying to guess what she is going to do next. She knows every time she makes a pronouncement now it's headline news. ""Kelly has to figure out for herself what it is she wants and that will be based on athletics decisions, whether she can be competitive, if she is fit enough to put her neck on the line. ""And if she decides not to run again, no-one is going to turn round and say 'you're making the wrong decision.'""
","With so much time spent in the spotlight, Holmes has increasingly dropped hints that her ambition on the track has begun to wilt.Four months later, Holmes stormed to double Olympic gold and has since been made a Dame, won the BBC Sport Personality of the Year and written a book whilst still finding time to coach aspiring athletes.""You don't get the chance very often in your career to step onto the track as the double Olympic champion,"" agreed Cram.Athletics fans had every reason to believe they would see the new-look Kelly Holmes tearing up the track again.The physical demands of the day-to-day grind will only get harder for Holmes, who has already admitted she ""doesn't like the training anymore.""So, why is Holmes dragging her heels about making a decision on where, when or whether to even bother competing again?Holmes has now pulled out of this weekend's European Indoor Championships, where she was selected for both the 800m and 1500m, because of a hamstring injury.At 34, Holmes will also be aware that time is running out.Holmes' drive and determination have always been unquestionable - that is the reason she has battled back from a string of injuries that threatened to see her finish her career empty-handed.Holmes asked in the New Year.Holmes will not want to needlessly suffer the indignity of being beaten.Last April, Kelly Holmes spoke to the BBC Sport website about her loneliness, her fight to stay fit and her decision not to contest both the 800m and 1500m at the Olympics.It just goes to show even the most meticulous and measured athletes cannot predict what fate has in store for them.""Kelly has to figure out for herself what it is she wants and that will be based on athletics decisions, whether she can be competitive, if she is fit enough to put her neck on the line.""I think deep down Kelly wants to run.And when asked about her plans for both the indoor and outdoor seasons ahead, the 34-year-old has repeatedly chosen to tick the ""don't know"" box."
", who had to fight off a closing pack to claim the title in 3:45.87.
","also set a new championship mark in the men's triple jump title in Sheffield.""I was advised not to jump by my doctor and so I'm pleased to come here and get the qualifying mark,"" said Tomlinson.It was the first time in 11 years the eight-minute barrier has been broken at the championships and was just within the European mark.cleared the required 1.90m to qualify for the European championships and claim the AAAs title in the women's high jump.The 21-year-old ran a personal best of 53.45 seconds to win her first indoor title.In the men's 3,000m,  powered to a new personal best of seven minutes, 56.86 seconds to defend his AAAs title in style.The men's race was won by  , who had to fight off a closing pack to claim the title in 3:45.87.Wall's time was just short of the qualifying mark - something Murphy already has.Gardener's performance in Sheffield could have been affected by the news, which he heard before his semi-final, that his European record had been broken Frenchman Ronald Pognon, who will be a real threat at the European Championships, set a new time of 6.45, one-hundreth of a second faster than Gardener's previous mark.Claxton's time was also good enough to qualify for the European Championships.could not reach the European mark in the women's race as she crossed the line to win in 2:04.45.Her time of 4:19.11 was not good enough to qualify for Madrid but Ovens had already opted out of the championships.The 25-year-old set a new British record for the second time in seven days, clocking 7.96 seconds to finish ahead of rival Diane Allahgreen.Katherine Endacott battled hard to take second and dip under the European qualifying mark.Both McIlory and Watkins, who set a life-time best of 1:48.32, had already booked their places in Madrid and were again well within the qualifying time.took the women's 1500m AAAs title in the absence of Kelly Holmes.""You'll see me in Madrid and I feel there is a lot more to come along,"" said the 22-year-old.The world 60m champion got off to a rolling start and had to dig deep to dip ahead of Mark Findlay and Darren Chin, who both set personal bests.Jason Gardener fought all the way to the line to narrowly claim the men's 60m title at the Norwich Union Indoor trials and AAAs Championships."
"Janine Whitlock competed well in the pole vault on her return following a two-year drugs ban. But the most disappointing thing in the wider view is that she is our best pole vaulter by a long way and that shouldn't be the case. The event has moved on immensely since Janine has been away and if there was more domestic competition I think that would help her. A couple of other interesting topics to look out for are the citizenship issues surrounding Mark Findlay and Rabah Yusuf. Findlay is a Londoner who has chosen to represent Trinidad and Tobago but has never run for them so he could still compete for Great Britain. Yusuf, who came third in the 400m, is from the Sudan but is trying to gain British citizenship. He came to Britain as a high jumper but damaged his toe, started doing more running and found his talent. So we shall have to see what happens to both of them.
","Diane Allahgreen has been our best hurdler for some time now and I think she was surprised to be beaten by Sarah.But what was great about Sunday's performance was that she was under pressure to produce the goods when it counted.The event has moved on immensely since Janine has been away and if there was more domestic competition I think that would help her.A lot of the athletes said the runway was not very helpful, so for Phillips to jump like that is a good performance.It was good to see athletes beginning to make steps forward, to see a few new faces and there were lots of personal bests kicking around.The best performance on the track for me was Sarah Claxton's win in the 60m hurdles.He feels he is in great shape and has some big jumps inside him - but then Phillips always has.In the women's race, Jeanette Kwayke was hoping to run against defending champion Joice Maduaka.In the men's race on Saturday, Allan Scott was right in there and there is definitely more to come from him.She picked up three personal bests in the long jump, high jump and 60m hurdles and you can't ask for more than that.Findlay is a Londoner who has chosen to represent Trinidad and Tobago but has never run for them so he could still compete for Great Britain.I had a chat with him before the competition and he was really looking forward to getting out there.Well, I think we could be heading to the European Championships with half a dozen medal prospects.I chatted to him afterwards and he knows it was an off-day for him."
"The Irishman is now the fastest European this season. Derval O'Rourke broke her own Irish 60m hurdles record by clocking 8.06 which left her third behind new British record holder Sarah Claxton (7.96). James Nolan (3:46.04) took second in the men's 1500m behind Neil Speaight (3:45.86) but the Offaly man was outside the European Indoor standard. Colin Costello was seventh in the 1500m final in 3:48.82). Deirdre Ryan was second in the women's high jump with a clearance of 1.87m while Aoife Byrne took silver in the 800m in a personal best of 2:06.73. Lisburn's Kelly McNeice Reid (4:31.34) was seventh in the women's 1500m while Gary Murray (8:11.22) was 11th in the men's 3000m. Meanwhile, Stephen Cairns and Jill Shannon claimed the individual titles at Saturday's Northern Ireland Cross Country Championship in Coleraine. Cairns came in ahead of Paul Rowan and Allan Bogle in the men's race. Willowfield claimed their first men's team title in 72 years while Shannon helped Lagan Valley win the women's team honours.
","James Nolan (3:46.04) took second in the men's 1500m behind Neil Speaight (3:45.86) but the Offaly man was outside the European Indoor standard.Lisburn's Kelly McNeice Reid (4:31.34) was seventh in the women's 1500m while Gary Murray (8:11.22) was 11th in the men's 3000m.Gillick was more than half-a-second clear when taking gold in 46.45 - .02 outside his personal best set in Saturday's semi-finals.In the women's 60m final, Ailis McSweeney broke Michelle Carroll's long-standing Irish record by clocking 7.37 which left her in third place.Deirdre Ryan was second in the women's high jump with a clearance of 1.87m while Aoife Byrne took silver in the 800m in a personal best of 2:06.73.Colin Costello was seventh in the 1500m final in 3:48.82).Derval O'Rourke broke her own Irish 60m hurdles record by clocking 8.06 which left her third behind new British record holder Sarah Claxton (7.96).McIlroy has been in superb form at the start of the season and will now start his build-up for the European Indoors at Madrid on 4-6 March."
"in the pole vault as he failed to clear the bar after deciding to come in at 5.45m. The AAAs indoor title went instead to Ashley Swain, who climbed to a season's best of 5.25m And Ireland's Taniesha Scanlon set a new national record of 13.28m in the women's triple jump.
","In the absence of injured British number one Carl Myerscough,  claimed the men's shot put title with a throw of 17.64m, which was below the qualifying mark.Both Johnson and Sotherton passed the European Championships qualifying mark.Helen Clitheroe was agonisingly close to the 9:05.00 qualifying mark as she claimed the runners-up spot in a personal best of 9:05.73.comfortably defended her 3,000m title, clocking eight minutes, 49.87 seconds to easily surpass the European qualifying mark.The trio of athletes have reached the European qualifying mark this season though one of them is set to miss out on a call-up to the British squad.Sale's Robert Mitchell climbed to a season's best of 2.20m - just 3cm short of the European standard - to claim the British indoor high jump title.Scott, 22, smashed his personal best on the way to the final, where he broke it again to win the AAAs title in 7.58 seconds.Both Watkins and McIlroy have already achieved the European qualifying mark.But that mark was not good enough for the 39-year-old to book her place at next month's European Indoor Championships in Madrid.But Deacon claimed her first AAAs title over the distance, edging Fraser into second in 23.67.Jade Johnson edged out rival Kelly Sotherton with her last effort to claim the AAAs long jump title at the Norwich Union European Indoor trials.Fraser became the fastest British woman over the distance this season when she qualified for the final in 23.68 seconds - though that time is outside the European standard.The AAAs indoor title went instead to Ashley Swain, who climbed to a season's best of 5.25m And Ireland's Taniesha Scanlon set a new national record of 13.28m in the women's triple jump."
"US-based Alistair Cragg and Mark Carroll are the only Irish athletes selected so far for the Europeans who will not run in Sheffield. Brizzel will defend his 200m title in the British trials. In-form James McIlroy will hope to confirm his place in the British team for Madrid by winning the 800m title. McIlroy has been in tremendous form on the European circuit in recent weeks. He is one of the fastest 800m runners in the world this winter and already seems assured of a place in Madrid. Corkman Mark Carroll confirmed in midweek that he would join Cragg in the European Championships. Carroll is ranked number three in the world 3000m ranking at the moment with Cragg occupying top spot. Meanwhile, nine-times champion Dermot Donnelly will not be coming out of retirement to compete in the Northern Ireland Cross Country Championships in Coleraine on Saturday. An injury crisis in the Annadale Striders squad led to Donnelly being entered by coach John McLaughlin but the athlete told BBC Sport on Friday evening that he would not be running. Willowfield's Paul Rowan will go in as individual favourite but Annadale could have a tough job holding on to their team title as Andrew Dunwoody and Noel Pollock are unlikely to run.
",Corkman Mark Carroll confirmed in midweek that he would join Cragg in the European Championships.In-form James McIlroy will hope to confirm his place in the British team for Madrid by winning the 800m title.US-based Alistair Cragg and Mark Carroll are the only Irish athletes selected so far for the Europeans who will not run in Sheffield.Ballymena sprinter Paul Brizzel will be among eight of Ireland's European Indoor hopefuls competing in this weekend's AAA's Championships.Brizzel will defend his 200m title in the British trials.
"Ceplak added: ""I like running against her - you know the race is always going to be fast. ""That is the sort of competition that I like. She is special to me. She was like my idol from the beginning of my career."" Meanwhile, Ceplak will be looking to follow up last Saturday's win in Boston with a fast time and victory in Friday's Night of Athletics in Erfurt, Germany. Britain's Jason Gardener had been expected to defend his 60m title in Erfurt but instead he will save himself for a competition in Leipzig on Sunday. Gardener's decision means Scotland's 400m man Ian Mackie will carry British hopes in what looks sure to be a tough preparation for next weekend's Norwich Union European trials in Sheffield.
","Ceplak added: ""I like running against her - you know the race is always going to be fast.Ceplak has been a great rival of Holmes' during the Briton's career and the pair fell out when Holmes questioned the manner of the Slovenian's runaway 800m victory at the 2002 European Championships.But the controversy has since been forgotten, with Ceplak acting as pacemaker for Holmes' failed attempt on the British Indoor 1500m record at the Norwich Union Grand Prix in Birmingham in 2003.Jolanda Ceplak has urged Britain's Kelly Holmes to continue competing at the major championships.""That is the sort of competition that I like.But World Indoor 800m record holder Ceplak said: ""There is never an easy race when she is in the field."
"The Northern Ireland runner set a new personal best of one minute, 46.68 seconds - a time good enough to qualify for the European Indoor Championships. ""I'm qualified now and that's what matters most,"" said the 28-year-old. McIlroy is now hoping to gain a late entry into Sunday's international indoor meeting in Leipzig. The Northern Irishman is hoping manager Ricky Simms can swing it for him to compete after he initially withdrew after contracting a cold. After three successive wins over the past fortnight, McIlroy is brimming with confidence. ""I've been waiting over six years for this to happen and now I'm certain my career has turned the corner."" On Friday, McIlroy delivered an impressive run despite suffering from his bad cold. The AAA indoor and outdoor champion accelerated away from the field in the final 300m, beating German Wolfram Mulle by 0.90 seconds. McIlroy set a world-leading mark for 1,000m at the Sparkassen Cup in Stuttgart last weekend. And his time in Erfurt makes him third fastest over 800m in the world this year.
","James McIlroy stormed to his second international victory in less than a week, claiming the men's 800m at the TEAG indoor meeting in Erfurt.McIlroy is now hoping to gain a late entry into Sunday's international indoor meeting in Leipzig.The Northern Ireland runner set a new personal best of one minute, 46.68 seconds - a time good enough to qualify for the European Indoor Championships.On Friday, McIlroy delivered an impressive run despite suffering from his bad cold.McIlroy set a world-leading mark for 1,000m at the Sparkassen Cup in Stuttgart last weekend."
"The Bedford star returned to London 12 months later, lowering her mixed-race world record of 2:17:18, which she set in Chicago in October 2003, by one minute 53 secs. Radcliffe's career took a setback when she failed to complete the Olympic marathon and later dropped out of the Athens 10,000m last August. But the 31-year-old bounced back to win the New York Marathon in November. Radcliffe, however, passed up the chance to go for the ""Big City"" marathon grand slam. With wins in Chicago, London and New York, only the Boston Marathon remains to be conquered but that takes place a day after London. ""Boston is definitely a race I want to do at some point, but London is very special to me,"" said Radcliffe. ""I don't pick races thinking about things like pressure. I pick the ones in my heart I really want to do. ""I love the atmosphere, crowds and course and know it will always be a great quality race. ""It is also the 25th anniversary this year which adds to the occasion.""
","""Boston is definitely a race I want to do at some point, but London is very special to me,"" said Radcliffe.Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.The 31-year-old won the race in 2002 on her marathon debut, defended her title 12 months later and will now seek a third title in the 17 April race.With wins in Chicago, London and New York, only the Boston Marathon remains to be conquered but that takes place a day after London.The Bedford star returned to London 12 months later, lowering her mixed-race world record of 2:17:18, which she set in Chicago in October 2003, by one minute 53 secs.""It doesn't get any better than this for the 25th anniversary,"" said race director David Bedford."
"And though there was no Paula Radcliffe in the London Marathon, there was plenty of drama as Kenyans Evans Rutto and Margaret Okayo took the titles. Rutto held on to win despite slipping on some cobblestones and tumbling into a barrier. Okayo also had to battle back after mistiming her tactics but clinched victory on her debut.
","While Holmes left Athens as the star of Team GB, it was Radcliffe who carried expectations before the August Games.It was the first time in 84 years a Briton has achieved the Olympic middle-distance double.Kelly Holmes finally fulfilled her potential by storming to double gold on the track at the Olympic Games.Gardener added the Olympic relay crown to his World Indoor title over 60m and, just like Holmes, finally lived up to his promise in 2004.Her Olympic build-up was clouded by self doubt but that proved unfounded as she overhauled rival Maria Mutola to win the 800m - her first global title.Holmes had started the year in disappointing style, falling over in the final of 1500m at the World Indoor Championships where she was favourite.The quartet held off favourites the USA to win Britain's first relay medal since 1912 in 38.07 seconds.American Kelli White was suspended and stripped of her world 100m and 200m titles after failing a drugs test.Britain's 4x100m team took gold without the services of Dwain Chambers, who was handed a two-year ban in February after testing positive for steroid THG.Britain's men's 4x100m relay team also did their bit by taking a shock gold.And though there was no Paula Radcliffe in the London Marathon, there was plenty of drama as Kenyans Evans Rutto and Margaret Okayo took the titles.Holmes helped erase the gloom hanging over Team GB after their biggest medal hope, Paula Radcliffe, dropped out of the marathon and then the 10,000m.The 4x100m team grabbed some last-gasp glory for the British men's Olympic squad after a poor start to the Games.The 30-year-old marathon world record holder went into the Athens event as favourite but an exhausted Radcliffe dropped out after 23 miles in tears.It seemed as though Athens would be the first Games where the men would fail to win a medal with Michael East the only individual track finalist in the 1500m.Kelly Sotherton completed Team GB's athletics medal haul in Athens with a surprise bronze in the heptathlon."
"The 22-year-old pipped Maurice Greene on the last leg of the 4x100m relay in Athens to take top honours for Team GB. But individually, the Birchfield Harrier has yet to build on his World Junior Championship win four years ago. ""The gold medal in Athens has made me realise that I can get to the top level and I want to get there again. It can happen, I don't see why not,"" he said. Lewis-Francis has still to decided what events will feature in his build-up to the worlds - with one exception. He has confirmed his participation in the Norwich Union Grand Prix in Birmingham on 18 February, where he will take on another member of Britain's victorious men's relay team - Jason Gardener - over 60m. He added: ""It's a bit too early to make any predictions for Helsinki, but I have my eyes open and I know I can be the best in the world.""
","Mark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.Lewis-Francis has still to decided what events will feature in his build-up to the worlds - with one exception.But individually, the Birchfield Harrier has yet to build on his World Junior Championship win four years ago.""The gold medal in Athens has made me realise that I can get to the top level and I want to get there again."
"D Fraser (Croydon Harriers), L McConnell (Shaftesbury Barnet Harriers), C Murphy (Woodford Green with Essex Ladies), M Purkiss (Southampton AC).
","J Crane (Sale Harriers Manchester), S Jones (Trafford AC).H Clitheroe (Preston Harriers), K Holmes (Ealing, Southall and Middlesex AC).60m: D Chin (Belgrave Harriers), J Gardener (Wessex and Bath), M Lewis-Francis (Birchfield Harriers).D Allahgreen (Trafford AC), S Claxton (Belgrave Harriers).L Achike (Shaftesbury Barnet Harriers), N Douglas (Oxford City AC), P Idowu (Belgrave Harriers).D Fraser (Croydon Harriers), L McConnell (Shaftesbury Barnet Harriers), C Murphy (Woodford Green with Essex Ladies), M Purkiss (Southampton AC).K Sotherton (Birchfield Harriers).K Holmes (Ealing, Southall and Middlesex AC).D Cossins (Birchfield Harriers), R Davenport (Gloucester AC), D Garland (Channel Islands AC), R Preddy (Gloucester AC), G Warburton (Cardiff AAC).A Baddeley (Harrow AC), M Farah (Windsor, Slough, Eton and Hounslow AC), J Mayock (Barnsley AC).J Whitlock (Trafford AC).D Greaves (Newham and Essex Beagles), A Scott (Shaftesbury Barnet Harriers), A Turner (Notts AC).J Pavey (Exeter Harriers).If Holmes does take her place in the GB side, she has already indicated that 1500m will be her favoured distance.J Johnson (Herne Hill Harriers).K Endacott (City of Plymouth AC), J Kwakye (Woodford Green with Essex Ladies), J Maduaka (Woodford Green with Essex Ladies).T Abeyie (Woodford Green with Essex Ladies), C Lambert (Belgrave Harriers).And he admitted Holmes' presence would be a great boost to the rest of the Norwich Union GB team.Kelly Sotherton has been invited by championship organisers to compete against Carolina Kluft in the pentathlon."
"won the men's event with a season's best of 7.95m, taking the scalp of world indoor champion Savante Stringfellow of the USA.
","The Olympic champion set a new indoor personal best of 22.38 seconds - the fastest time in the world this season.The Olympic 5,000m champion was inside record pace but dropped off over the final third, finishing in eight minutes, 33.05 seconds - the fourth fastest time ever recorded for the event.Lagat settled for silver behind El Guerrouj in Athens and was almost four seconds short of the Moroccan's world best, clocking 3:35.27 in Birmingham.Double Olympic champion Kelly Holmes was back to her best as she comfortably won the 1,000m at the Norwich Union Birmingham Indoor Grand Prix.World 100m champion Kim Collins clinched second spot ahead of world 60m record holder and Scott's training partner Maurice Greene.won the men's event with a season's best of 7.95m, taking the scalp of world indoor champion Savante Stringfellow of the USA.The Olympic heptathlon gold medallist reached 6.66m to better Johnson's mark of 6.52m - her second personal best inside a week.The 34-year-old, running only her second competitive race of the season, shook off the rust to win in two minutes, 35.39 seconds.World indoor champion, Alleyne Francique, faded badly and finished in fourth while American duo Jerry Harris and James Davis took second and third respectively.It was Isinbayeva's 11th world record - indoors or out - since July 2003.Belgian Kim Gevaert, who will be one of the favourites for next month's European title, took second while American Muna Lee was third.""I was quite surprised because I didn't think I'd end up with second place,"" said Johnson, who wore London's 2012 Olympic bid slogan, ""Back the Bid"", on her shorts.The Olympic champion set a new world mark of 4.88m to break her own record - which she set just six days ago - and beat Russian rival Svetlana Feofanova.The Olympic 10,000m champion had comfortably led the men's two mile race after his younger brother Tariku had set the pace.""And I was very disappointed as I know I'm capable of doing better.""Jamaica's  stormed to a personal best of 7.13 seconds to claim the women's 60m sprint."
"Something else that probably went unnoticed was Melanie Purkiss winning the women's national 400m race in a new personal best of 52.98 seconds. AAAs champion Kim Wall came second in another lifetime best so we have a very strong 4x400m squad going to the European Championships. Scotland's Lee McConnell is probably going to run too, so we have a real prospect of a medal. From an international perspective, I thought Meseret Defar was disappointing in the 3,000m, but I don't think the pace-making was great. Canadian Heather Hennigar set a fast early pace but could not maintain it and if Jo Pavey had been in last year's shape she would have given Defar a real run for her money. She had a go but just could not hang in there. We were also expecting a bit more from Bernard Lagat in the men's 1500m. But he has only just come over from the USA, so he may not be that sharp and I still think he is in great shape. As for Kenenisa Bekele, he was well beaten by Markos Geneti. But we only had half expectations for Bekele as he has been struggling this season. It was very hot in the National Indoor Arena and I felt uncomfortable in the commentary box. I think those conditions affected the distance runners and in fact Defar complained to her coach after the race that she could not get her breath properly.
","Yelena Isinbayeva may have produced another world pole vault record, but her achievement could not hide the fact it was not the best meet we have ever seen in Birmingham.From an international perspective, I thought Meseret Defar was disappointing in the 3,000m, but I don't think the pace-making was great.World records aside, I thought it was a very encouraging evening's work for Kelly Holmes.She had a go but just could not hang in there.From a British point of view, Sarah Claxton's victory in the 60m hurdles was the best thing to come out of the meet.She looked good and was very positive.But he has only just come over from the USA, so he may not be that sharp and I still think he is in great shape.Apparently, Isinbayeva has cleared five metres in training and I would just love her to put us out of our misery and have a go at it rather than extending the indoor record by one centimetre at a time.Yes, Samaria let Kelly get away, but there was no coming back over the last 200m as Kelly dominated the race, so beating Samaria is a bit of a benchmark for Kelly.Canadian Heather Hennigar set a fast early pace but could not maintain it and if Jo Pavey had been in last year's shape she would have given Defar a real run for her money.Athletics to me is all about pushing the barriers and being the best you can, and I would like to see her have a go at 5m in competition.He was blatantly playing the false-start game to his advantage, but it tripped him up and made him look a bit silly.As for Kenenisa Bekele, he was well beaten by Markos Geneti."
"Lewis-Francis, who was runner-up to British team-mate Jason Gardener at the Europeans three years ago, will continue his training at home. Meanwhile, Tomlinson is still searching for this first major medal and this season he has shown he could be in the sort of form to grab a spot on the podium in Madrid. The Middlesbrough athlete jumped a season's best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second.
","The Birmingham athlete, who clocked a season's best of 6.61 seconds over 60m in Birmingham last week, also prefers to focus his attentions on next month's European Indoor Championships.The 23-year-old has a minor injury and has pulled out of international meets in Madrid and Lievin this week as well as warm-weather training in Lanzarote.Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.The Middlesbrough athlete jumped a season's best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second."
"- This year Steve will donate all the proceeds from his London Marathon efforts to victims of the tsunami.Steve will be writing a regular column on the ups and downs of his marathon training for the BBC Sport website.He will be raising money through the Steve Redgrave Trust which supports the Association of Children's Hospices, the Children With Leukaemia charity, and the Trust's own project which aims to provide inner-city schools with rowing equipment.
","When I'm at home, I get distracted by all sorts of things but for the five days I was in London, I was in a pressurised situation, but I found it easy to relax by running.The bid chairman, Lord Coe, admitted he would never dream of running a marathon, even though he was an Olympic middle-distance runner.When I was in London I did all of my runs on the treadmill, which isn't the same as exercising outdoors.But the only person who was positive about my intentions was Tanni Grey Thompson, who has won the London Marathon wheelchair race six times.It was good to get out on the road for my long run on Sunday.Even though it was a very busy week entertaining the International Olympic Committee's (IOC) Evaluation Commission, I actually found my running schedule easier to follow.And because it was a rest day I didn't have to feel bad about missing my training either.It was back to official duties last week in my role as an ambassador to London's 2012 Olympic bid.But I coped with it very well and, even though it was bitterly cold, I put in 15-and-a-half miles - only another 11 to go then.After the week I'd had I was a bit concerned I wouldn't be able to complete it."
